SeqName	Description	GO IDs	Enzyme Codes
plot30_0000130800_2	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot6_0000159807_3	pili assembly chaperone	C:GO:0016020; C:GO:0016021	
plot1_0000488057_3	extracellular solute-binding protein		
plot30_0000529278_1	T9SS type A sorting domain-containing protein		
plot30_0000047818_2	D-xylose ABC transporter substrate-binding protein	P:GO:0015753; F:GO:0048029	
plot36_0000412844_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000017902_5	hypothetical protein DMD81_14065	C:GO:0043190; P:GO:0055085	
plot30_0000413500_1	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
plot36_0000048423_4	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
plot6_0000070232_1	hypothetical protein DRQ13_11295, partial	C:GO:0016021	
plot6_0000014911_2	thiol oxidoreductase	F:GO:0009055; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot36_0000140803_2	hypothetical protein EHM89_09835		
plot30_0000006046_14	ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000040486_5	collagen-like protein	P:GO:0009405; C:GO:0016020; C:GO:0016021; C:GO:0019867	
plot30_0000020512_7	lipolytic enzyme	F:GO:0004806	EC:3.1.1.1; EC:3.1.1.3
plot36_0000093357_3	dienelactone hydrolase	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
plot30_0000308471_3	hypothetical protein DMD95_09060		
plot1_0000398447_1	Uncharacterized conserved protein		
plot36_0000266142_3	tripartite tricarboxylate transporter substrate binding protein		
plot6_0000133682_1	hypothetical protein DME05_16510		
plot1_0000028976_6	hypothetical protein AUG92_01720		
plot30_0000303341_2	hypothetical protein CBE16_08555		
plot36_0000207663_2	ABC transporter substrate-binding protein		
plot1_0000004815_17	metal-dependent hydrolase	F:GO:0016787	
plot1_0000082816_5	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
plot1_0000094723_3	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
plot1_0000316767_1	hypothetical protein DMG08_16145		
plot1_0000631591_2	prepilin-type cleavage/methylation domain-containing protein	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
plot30_0000027758_13	ethanolamine utilization protein EutJ	P:GO:0006865	
plot1_0000003060_14	glyoxalase		
plot1_0000020300_6	putative glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein	F:GO:0051213; P:GO:0055114	
plot30_0000256755_2	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot1_0000151922_4	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot1_0000071504_3	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot6_0000223797_1	phosphatase		
plot1_0000022824_2	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot1_0000029017_9	ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000046113_6	cytochrome C nitrite reductase		
plot1_0000686096_1	SH3 domain-containing protein		
plot30_0000029802_6	SMP-30/gluconolactonase/LRE family protein		
plot36_0000054167_3	xanthine dehydrogenase family protein subunit M	F:GO:0050660	
plot1_0000133020_3	3-carboxymuconate cyclase	C:GO:0016020; C:GO:0016021; F:GO:0016853	
plot1_0000190432_3	hypothetical protein		
plot30_0000146327_4	cupin		
plot30_0000620378_2	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot6_0000052426_2	MBL fold metallo-hydrolase	F:GO:0016787	
plot36_0000095487_3	sugar ABC transporter substrate-binding protein		
plot30_0000014463_10	hypothetical protein C4542_06365		
plot1_0000265379_3	CapA family protein	C:GO:0016021	
plot1_0000012634_11	amino acid ABC transporter substrate-binding protein		
plot1_0000061766_3	nitrate ABC transporter substrate-binding protein	P:GO:0009228	
plot36_0000423417_2	hypothetical protein DME10_03235	C:GO:0043190; P:GO:0055085	
plot36_0000478722_4	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot36_0000142311_2	DUF3455 domain-containing protein		
plot30_0000290038_3	putative lipoprotein (plasmid)	P:GO:0000272; F:GO:0005509; P:GO:0007156; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310; F:GO:0016740; F:GO:0016829; F:GO:0030246	
plot36_0000126343_4	3-carboxymuconate cyclase	F:GO:0016853	
plot1_0000280228_2	ABC transporter substrate-binding protein	C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085	
plot1_0000585060_2	hypothetical protein AUG51_14435	C:GO:0016020; C:GO:0016021	
plot1_0000014503_9	bifunctional nicotinamidase/pyrazinamidase	F:GO:0003824	
plot6_0000235854_3	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot1_0000302932_2	VOC family protein		
plot30_0000032183_3	cyclase	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot6_0000017219_3	peptidase S53	F:GO:0008236	
plot30_0000424641_2	porin family protein		
plot6_0000023854_2	xanthine dehydrogenase family protein subunit M	F:GO:0016491; F:GO:0050660	
plot1_0000251480_1	hypothetical protein A2W29_13405	P:GO:0007154; C:GO:0016021	
plot1_0000589934_2	dienelactone hydrolase	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
plot30_0000086761_2	ABC transporter substrate-binding protein	C:GO:0030288; P:GO:0071705	
plot1_0000462925_2	fumarylacetoacetate hydrolase	F:GO:0016787	
plot1_0000290117_2	hypothetical protein A3F90_09850		
plot30_0000016458_7	hypothetical protein A3G21_04315		
plot1_0000025545_7	FMN reductase	P:GO:0002943; F:GO:0010181; F:GO:0017150; F:GO:0050660; P:GO:0055114	
plot30_0000439489_1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085	
plot1_0000068642_8	hypothetical protein DME64_06095		
plot30_0000333332_3	---NA---		
plot36_0000508607_1	(2Fe-2S)-binding protein	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537	
plot30_0000439801_3	RidA family protein	C:GO:0016020; C:GO:0016021	
plot30_0000331061_1	porin family protein	F:GO:0004190; P:GO:0006508	
plot1_0000428263_2	pectin esterase	F:GO:0016829; F:GO:0030246	
plot1_0000537755_1	phage tail protein	F:GO:0005198	
plot30_0000282007_4	sn-glycerol-3-phosphate ABC transporter substrate-binding protein	P:GO:0055085	
plot30_0000411795_5	peptidyl-prolyl cis-trans isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
plot1_0000031878_11	cupin domain-containing protein		
plot30_0000302572_3	DUF4440 domain-containing protein		
plot6_0000014230_11	xylose isomerase	F:GO:0000287; C:GO:0005737; F:GO:0009045; P:GO:0042732	EC:5.3.1.5
plot1_0000140915_4	heme-binding protein		
plot36_0000000308_33	VOC family protein	F:GO:0051213; P:GO:0055114	
plot36_0000411589_1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
plot30_0000046192_3	gluconolaconase		
plot1_0000665103_2	MerR family transcriptional regulator	F:GO:0003677; P:GO:0006355	
plot36_0000305656_2	Amicyanin precursor	F:GO:0005507; F:GO:0009055; C:GO:0016020; C:GO:0016021; P:GO:0022900	
plot30_0000116192_2	phosphoketolase	P:GO:0005975; F:GO:0016832	
plot36_0000391217_4	hypothetical protein DMF88_01040	C:GO:0016021; P:GO:0055085	
plot1_0000512437_3	DUF1134 domain-containing protein		
plot1_0000513328_2	30S ribosomal protein S7	F:GO:0000049; F:GO:0003735; P:GO:0006412; C:GO:0015935; F:GO:0019843	
plot30_0000567498_2	DUF4242 domain-containing protein		
plot6_0000159613_3	gluconolactonase	F:GO:0016491; P:GO:0055114	
plot1_0000066631_2	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
plot1_0000013997_12	carbon monoxide dehydrogenase	F:GO:0016491	
plot6_0000006523_11	branched-chain amino acid ABC transporter substrate-binding protein		
plot30_0000251949_4	peptide-methionine (R)-S-oxide reductase	F:GO:0033743; P:GO:0055114	EC:1.8.4.12
plot1_0000621651_2	pili assembly chaperone	C:GO:0016021	
plot36_0000063380_2	arylsulfatase	F:GO:0047753	EC:3.1.6.6
plot30_0000219280_1	hypothetical protein A2W29_13405	P:GO:0007154; C:GO:0016021	
plot6_0000208266_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot30_0000046574_9	hypothetical protein AUH83_03705		
plot1_0000289394_2	sulfite dehydrogenase	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114	
plot1_0000018245_7	hypothetical protein DME50_16225		
plot6_0000037323_4	thiol oxidoreductase-like protein	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000613267_2	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot36_0000393130_1	spermidine/putrescine ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
plot30_0000655733_1	hypothetical protein DME50_15865, partial	C:GO:0016020	
plot1_0000014861_1	oxaloacetate decarboxylase	F:GO:0000287; P:GO:0006107; F:GO:0008948; P:GO:0042866	EC:4.1.1.3; EC:1.1.1.38; EC:1.1.1.40
plot36_0000074144_5	alpha/beta hydrolase	F:GO:0016787	
plot1_0000031854_5	aldolase	F:GO:0003824; F:GO:0046872	
plot30_0000640886_1	putative selenate ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000044843_13	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot1_0000282383_2	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
plot1_0000060589_3	N-acyl homoserine lactonase family protein	F:GO:0016787	
plot1_0000063860_3	TonB-dependent receptor	F:GO:0004180; P:GO:0006508; C:GO:0009279; C:GO:0016020; F:GO:0030246	
plot1_0000040054_3	N-acyl homoserine lactonase family protein	F:GO:0016787	
plot30_0000008673_6	hypothetical protein DMD96_08025	C:GO:0043190; P:GO:0055085	
plot1_0000019064_10	sulfur transferase	F:GO:0016740	
plot30_0000464294_1	alpha/beta hydrolase	F:GO:0003824; F:GO:0016787	
plot36_0000415694_1	TonB-dependent receptor	F:GO:0030246	
plot1_0000037702_9	molybdopterin-binding oxidoreductase	P:GO:0042128	
plot30_0000008507_19	PEP-CTERM sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot6_0000282914_2	hypothetical protein AUG47_01220		
plot1_0000002328_15	hypothetical protein AUG47_01220		
plot1_0000039023_3	ABC transporter permease		
plot1_0000238595_2	DUF3455 domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000139064_3	glyoxalase	F:GO:0051213; P:GO:0055114	
plot1_0000089127_2	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
plot30_0000054762_3	phosphate ABC transporter substrate-binding protein PstS	P:GO:0006817; P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot36_0000429143_1	---NA---		
plot30_0000463001_1	Lipocalin-like domain-containing protein		
plot30_0000075035_4	phage tail protein	F:GO:0005198	
plot36_0000319331_2	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016020; C:GO:0016021	
plot30_0000029873_10	cupin domain-containing protein		
plot30_0000720851_1	prepilin-type N-terminal cleavage/methylation domain-containing protein	P:GO:0007155; F:GO:0008565; C:GO:0009289; C:GO:0015627; P:GO:0015628; C:GO:0016020; C:GO:0016021	
plot1_0000003835_7	hypothetical protein COB68_08830		
plot1_0000364577_2	ABC transporter substrate-binding protein	P:GO:0008643; C:GO:0016021	
plot30_0000099679_4	ABC transporter substrate-binding protein		
plot6_0000236659_1	amidohydrolase	F:GO:0016787; F:GO:0016831	
plot36_0000074871_3	arylsulfatase	F:GO:0004065	EC:3.1.6.1
plot30_0000021961_10	hypothetical protein DMD76_04385		
plot1_0000013043_12	hypothetical protein DMG12_02045	F:GO:0003824; C:GO:0016021; F:GO:0046872	
plot1_0000028759_4	DUF1259 domain-containing protein	F:GO:0000166; F:GO:0004673; P:GO:0006468; P:GO:0007165; C:GO:0016020	EC:2.7.13.3
plot1_0000092641_3	Cna protein B-type domain-containing protein	F:GO:0004674; P:GO:0006468; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310	
plot30_0000021564_1	peroxidase	F:GO:0004601; P:GO:0006979; F:GO:0016491; F:GO:0020037; P:GO:0055114; P:GO:0098869	
plot30_0000511029_1	DUF642 domain-containing protein	F:GO:0070011	
plot1_0000633873_2	extracellular solute-binding protein	P:GO:0008643	
plot1_0000002843_10	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016021; F:GO:0016614; P:GO:0055114	
plot30_0000018458_6	ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0016021	
plot36_0000128710_2	VOC family protein	C:GO:0016020; C:GO:0016021	
plot1_0000094664_2	cytochrome P450	F:GO:0004497; F:GO:0004601; F:GO:0005506; F:GO:0016705; F:GO:0020037; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
plot1_0000010704_21	cytochrome C	F:GO:0009055; F:GO:0020037; P:GO:0022900	
plot30_0000241605_1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
plot36_0000375371_2	hypothetical protein C5B48_04130	F:GO:0004252; P:GO:0006508; F:GO:0070008	
plot30_0000000444_36	alpha/beta hydrolase	C:GO:0016021; F:GO:0016787	
plot30_0000216488_6	epoxide hydrolase	F:GO:0003824	
plot30_0000218043_3	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000000115_71	molybdopterin-binding oxidoreductase	P:GO:0042128	
plot1_0000240595_3	sugar ABC transporter substrate-binding protein		
plot6_0000314527_1	tripartite tricarboxylate transporter substrate binding protein		
plot1_0000230388_2	tripartite tricarboxylate transporter substrate binding protein		
plot1_0000137035_2	---NA---		
plot30_0000306978_2	hypothetical protein DMG23_03110	C:GO:0016020; C:GO:0016021	
plot30_0000089942_3	ABC transporter substrate-binding protein	C:GO:0016020	
plot1_0000277491_3	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016020	
plot6_0000110045_2	MBL fold metallo-hydrolase	F:GO:0008270; F:GO:0008800; F:GO:0016787; P:GO:0017001	
plot6_0000082829_6	haloalkane dehalogenase	F:GO:0018786	EC:3.8.1.5
plot30_0000617279_1	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000114573_2	hypothetical protein	C:GO:0016020; C:GO:0016021	
plot1_0000087801_6	alcohol dehydrogenase	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot30_0000075290_5	hypothetical protein A2Y62_19765	P:GO:0006508; F:GO:0008233; C:GO:0016020; C:GO:0016021	
plot1_0000557401_2	extracellular solute-binding protein		
plot1_0000022461_12	carbohydrate ABC transporter substrate-binding protein		
plot36_0000049271_6	branched chain amino acid aminotransferase	F:GO:0004084; P:GO:0009081	EC:2.6.1.42
plot1_0000317147_2	alkaline phosphatase	F:GO:0003993; P:GO:0016311; F:GO:0046872	EC:3.1.3.2
plot36_0000268049_2	hypothetical protein DMF89_27120	F:GO:0003824; C:GO:0016020; C:GO:0016021	
plot1_0000111242_2	carbonic anhydrase	F:GO:0004089; F:GO:0008270	EC:4.2.1.1
plot30_0000158875_3	Lipocalin-like domain-containing protein	C:GO:0016020; C:GO:0016021	
plot30_0000099214_1	phage tail protein		
plot1_0000025851_2	ABC transporter substrate-binding protein		
plot36_0000123818_4	hypothetical protein A3F77_01085	F:GO:0030246	
plot36_0000232586_2	tripartite tricarboxylate transporter substrate binding protein		
plot1_0000271690_2	xylose isomerase	F:GO:0000287; C:GO:0005737; F:GO:0009045; P:GO:0042732	EC:5.3.1.5
plot30_0000534736_2	blue (type 1) copper domain protein	F:GO:0005507; F:GO:0009055; P:GO:0022900	
plot30_0000000580_39	hypothetical protein DMF93_18740	F:GO:0045735	
plot1_0000136334_1	MBL fold metallo-hydrolase	F:GO:0016787	
plot30_0000058808_8	ABC transporter substrate-binding protein		
plot30_0000163267_2	thiamine biosynthesis protein ThiJ	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
plot1_0000597057_3	dienelactone hydrolase family protein	F:GO:0016787	
plot1_0000519019_2	thiamine biosynthesis protein ThiJ	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
plot1_0000044580_10	lectin		
plot30_0000203112_2	hypothetical protein AUI63_08810, partial	C:GO:0016021; F:GO:0030246	
plot1_0000054646_6	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
plot1_0000159285_4	ribose 5-phosphate isomerase B	F:GO:0004751; P:GO:0005975; P:GO:0006098	EC:5.3.1.6
plot30_0000315692_2	OsmC family peroxiredoxin	F:GO:0004601; P:GO:0006979; P:GO:0098869	EC:1.11.1.7
plot1_0000124649_1	MBL fold metallo-hydrolase	F:GO:0016787	
plot36_0000000684_17	putative 2-aminoethylphosphonate ABC transporter substrate-binding protein		
plot30_0000014935_1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot36_0000170483_1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
plot1_0000068050_8	hypothetical protein DMF72_11335	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000347321_2	branched chain amino acid ABC transporter substrate-binding protein		
plot36_0000388150_2	hypothetical protein DMF77_11410	F:GO:0004553; P:GO:0016052; F:GO:0030246	
plot1_0000441293_2	haloacid dehalogenase-like hydrolase	F:GO:0016787	
plot30_0000074061_4	branched-chain amino acid ABC transporter substrate-binding protein		
plot30_0000613912_4	glyoxalase		
plot30_0000124838_6	cysteine synthase A	F:GO:0004124; P:GO:0006535; F:GO:0016787	EC:2.5.1.47
plot36_0000100750_3	hydroxyacylglutathione hydrolase	F:GO:0004416; F:GO:0008270; F:GO:0008800; P:GO:0017001; P:GO:0019243	EC:3.1.2.6; EC:3.5.2.6
plot1_0000499109_2	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	EC:2.7.1.29; EC:2.7.1.121
plot30_0000227742_4	hypothetical protein BE17_37685, partial		
plot6_0000272703_2	hypothetical protein DMD96_14085	F:GO:0016787; F:GO:0016831	
plot1_0000369209_2	NADP-dependent oxidoreductase	P:GO:0055114; F:GO:0102523	EC:1.3.1.103
plot1_0000093444_1	peptide ABC transporter substrate-binding protein	F:GO:0004970; C:GO:0016020; P:GO:0035235; C:GO:0043190; P:GO:0055085	
plot30_0000049985_4	cyclopentanol dehydrogenase	F:GO:0016491; P:GO:0055114	
plot6_0000260230_2	amidohydrolase	F:GO:0016787	
plot1_0000073938_1	tripartite tricarboxylate transporter substrate binding protein		
plot6_0000187028_2	ABC transporter substrate-binding protein		
plot1_0000110218_3	cytochrome B6	F:GO:0004130; F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869	EC:1.11.1.5; EC:1.11.1.7
plot1_0000197232_2	putative lipoprotein		
plot30_0000062259_2	pili assembly chaperone	C:GO:0016021	
plot36_0000481244_2	cupin	F:GO:0045735	
plot30_0000026047_8	Cache 3/Cache 2 fusion domain-containing protein		
plot36_0000008963_3	hypothetical protein DMF96_22720		
plot30_0000399073_2	lectin		
plot30_0000008631_12	extracellular solute-binding protein	P:GO:0008643	
plot36_0000017140_6	malate synthase A	F:GO:0004474; P:GO:0006097; P:GO:0006099	EC:2.3.3.9
plot6_0000199557_2	nitrate ABC transporter substrate-binding protein	F:GO:0000166; P:GO:0009228	
plot1_0000482471_2	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000014655_2	copper oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
plot1_0000140649_4	peptidase	F:GO:0004252; P:GO:0006508; F:GO:0008233	
plot1_0000135921_3	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot6_0000084509_3	isochorismatase family protein	F:GO:0016787	
plot30_0000011041_16	type 1 glutamine amidotransferase domain-containing protein	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
