SeqName	Description	GO IDs	Enzyme Codes
RED55965.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
RED52083.1	extracellular solute-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
RED50870.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
REB10017.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
REA61242.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RDS86695.1	glyoxalase	F:GO:0051213; P:GO:0055114	
RDS82177.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
RDL29972.1	carbohydrate esterase family 15 protein	C:GO:0005576; P:GO:0005975; F:GO:0030248	
RDL13308.1	membrane protein	F:GO:0016829	
RDL06260.1	nitrate ABC transporter substrate-binding protein	P:GO:0009228	
RDK97718.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
RDI95831.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RDI94770.1	sulfurtransferase	F:GO:0004792; P:GO:0008033	EC:2.8.1.1
RCW87303.1	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
RCW86427.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
RCW81923.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
RCW79821.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
RCS53830.1	phosphate-binding protein	F:GO:0042301	
RCS53302.1	peroxidase	F:GO:0004601; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
RCS51735.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
RCS50775.1	short chain dehydrogenase	F:GO:0016491; P:GO:0055114	
RCS47863.1	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
RCS47510.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RCS47168.1	gfo/Idh/MocA family oxidoreductase	F:GO:0016491; P:GO:0055114	
RCS22647.1	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
RBM01480.1	phospholipase	F:GO:0016788	
RAZ77024.1	type 1 glutamine amidotransferase domain-containing protein	P:GO:0006541; F:GO:0016740	
RAZ73801.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
RAX48222.1	phosphoketolase family protein	P:GO:0005975; F:GO:0016832	
RAW14174.1	(2Fe-2S) ferredoxin domain-containing protein	P:GO:0009236; F:GO:0016852	EC:4.99.1.3
RAV58734.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
RAS35579.1	multidrug MFS transporter	F:GO:0033961	EC:3.3.2.9
RAR57192.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
RAQ98471.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
RAQ97932.1	ABC transporter substrate-binding protein	P:GO:0006520; F:GO:0030170	
RAQ96755.1	phospholipase C	F:GO:0034480	EC:3.1.4.3
RAQ96691.1	ABC transporter substrate-binding protein	F:GO:0004970; C:GO:0016020; P:GO:0035235	
RAQ96652.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RAQ94456.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
RAP27011.1	peroxiredoxin family protein	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
RAO76505.1	VOC family protein	F:GO:0008168; P:GO:0032259	
RAL68354.1	anaphase-promoting complex protein	C:GO:0005680	
RAL67429.1	cupper/zinc superoxide dismutase	F:GO:0004784; C:GO:0005615; C:GO:0005737; F:GO:0008270; F:GO:0016532; P:GO:0019430	EC:1.15.1.1
RAK61876.1	type I glutamate--ammonia ligase	F:GO:0004356; F:GO:0005524; C:GO:0005737; P:GO:0006542	EC:6.3.1.2
RAK59247.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
RAK58818.1	TonB-dependent receptor	C:GO:0009279; C:GO:0016021	
RAK55694.1	lactoylglutathione lyase	F:GO:0004462; F:GO:0046872	EC:4.4.1.5
RAK33239.1	extracellular solute-binding protein	P:GO:0008643	
RAK29313.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430	EC:1.15.1.1
RAK20365.1	D-xylose ABC transporter substrate-binding protein	P:GO:0015753; F:GO:0048029	
RAK01079.1	phospholipase C	F:GO:0034480	EC:3.1.4.3
RAJ80679.1	DUF4331 domain-containing protein	C:GO:0016021	
RAG81211.1	carbon monoxide dehydrogenase	F:GO:0018492; P:GO:0055114	EC:1.2.99.2
PZW11156.1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
PZV90686.1	ABC transporter substrate-binding protein	C:GO:0030288; P:GO:0042886; F:GO:1904680	
PZS39544.1	phospholipase	F:GO:0004629; C:GO:0016021	EC:3.1.4.3
PZS34611.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
PZS34401.1	phosphoenolpyruvate carboxykinase [ATP]	F:GO:0004612; F:GO:0005524; P:GO:0006094	EC:4.1.1.49; EC:4.1.1.32
PZS28557.1	methionine synthase II (cobalamin-independent)	F:GO:0003871; F:GO:0008270; P:GO:0009086; P:GO:0032259	EC:2.1.1.14
PZS27202.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
PZS21327.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
PZS05713.1	phospholipase	F:GO:0004629	EC:3.1.4.3
PZR99840.1	transketolase	F:GO:0004347; F:GO:0004801; F:GO:0004802; C:GO:0005737; P:GO:0006094; P:GO:0006096; P:GO:0006098; F:GO:0046872	EC:2.2.1.2; EC:2.2.1.1; EC:5.3.1.9
PZR98582.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PZR95583.1	type I glutamate--ammonia ligase	F:GO:0004356; F:GO:0005524; C:GO:0005737; P:GO:0006542	EC:6.3.1.2
PZR89579.1	VOC family protein	F:GO:0051213; P:GO:0055114	
PZR89404.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
PZR87825.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
PZR86643.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
PZR86642.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096; C:GO:0016021	EC:5.3.1.9
PZR81397.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PZR80595.1	malate dehydrogenase	P:GO:0005975; P:GO:0006099; F:GO:0030060	EC:1.1.1.37
PZR79805.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
PZR78639.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PZR74945.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755	EC:5.2.1.8
PZR68571.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PZR67586.1	hypothetical protein DLM66_11060	C:GO:0016020; C:GO:0016021	
PZR62628.1	selenium-binding protein	F:GO:0008430	
PZR60549.1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	F:GO:0004639; F:GO:0005524; P:GO:0006189	EC:6.3.2.6
PZG28227.1	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
PZF81519.1	FAD-binding oxidoreductase	F:GO:0016491; P:GO:0055114; F:GO:0071949	
PZF72777.1	peptidylprolyl isomerase	P:GO:0009987; F:GO:0016853	
PZA08240.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYY69273.1	heme peroxidase	F:GO:0004601; F:GO:0005509; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
PYY20970.1	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
PYY12884.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYY11157.1	hypothetical protein DMG70_17510	F:GO:0003824	
PYY10538.1	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
PYY09668.1	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	P:GO:0006099; F:GO:0008177; F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537; F:GO:0051538; F:GO:0051539	EC:1.3.99.1; EC:1.3.5.1
PYY05958.1	pili assembly chaperone	C:GO:0016021	
PYY05085.1	ribose-5-phosphate isomerase	P:GO:0005975; F:GO:0016853	
PYY04045.1	ferredoxin	F:GO:0009055; P:GO:0022900	
PYX92952.1	galactose-1-epimerase	F:GO:0004034; C:GO:0016020; P:GO:0019318; F:GO:0030246	EC:5.1.3.3
PYX92583.1	hypothetical protein DMG71_17685	C:GO:0016020	
PYX90427.1	copper oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
PYX87926.1	FAD-binding oxidoreductase	F:GO:0016491; P:GO:0055114; F:GO:0071949	
PYX79102.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYX76261.1	MBL fold metallo-hydrolase	F:GO:0016787	
PYX73742.1	triose-phosphate isomerase	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.1
PYX73316.1	phosphoesterase	F:GO:0016788	
PYX73001.1	BNR/Asp-box repeat protein	C:GO:0016020	
PYX70679.1	CxxC motif-containing protein (DUF1111 family)	F:GO:0009055; C:GO:0016020; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYX69139.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYX65621.1	thiol oxidoreductase-like protein	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYX64889.1	triose-phosphate isomerase	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.1
PYX64519.1	hypothetical protein DMG74_12635	C:GO:0016020	
PYX64045.1	CxxC motif-containing protein (DUF1111 family)	F:GO:0009055; C:GO:0016020; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYX53731.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYX53715.1	tartrate dehydrogenase	F:GO:0000287; F:GO:0016616; F:GO:0051287; P:GO:0055114	
PYX53131.1	chromosome partitioning protein ParB	F:GO:0043565	
PYX41675.1	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
PYX34877.1	phospholipase C 4 precursor	F:GO:0016788	
PYX33761.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYX32012.1	putative Phospholipase C	F:GO:0004629	EC:3.1.4.3
PYX27946.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYX26965.1	pili assembly chaperone	C:GO:0016021	
PYX20569.1	ferritin-like domain-containing protein	C:GO:0016020; C:GO:0016021	
PYX13595.1	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
PYX12034.1	pyridine nucleotide-disulfide oxidoreductase	F:GO:0016491; F:GO:0050660; F:GO:0051537; P:GO:0055114	
PYX07155.1	multidrug MFS transporter	F:GO:0033961	EC:3.3.2.9
PYX06556.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYX06489.1	phosphoglucomutase, alpha-D-glucose phosphate-specific	F:GO:0000287; F:GO:0004614; P:GO:0005975	EC:5.4.2.2
PYX05114.1	hypothetical protein DMG85_16040	C:GO:0016021	
PYV99353.1	protease	F:GO:0004252; P:GO:0006508	EC:3.4.21
PYV98183.1	hypothetical protein DMG89_11885	C:GO:0016021	
PYV95996.1	NADP-specific glutamate dehydrogenase	F:GO:0000166; P:GO:0006520; F:GO:0016639; P:GO:0055114	
PYV93134.1	pili assembly chaperone	C:GO:0016021	
PYV88947.1	peptidase M28	F:GO:0004177; F:GO:0004180; P:GO:0006508	EC:3.4.11
PYV86554.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7
PYV82626.1	DUF1080 domain-containing protein	F:GO:0016614; P:GO:0055114	
PYV78996.1	pili assembly chaperone	C:GO:0016021	
PYV63297.1	peroxidase	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
PYV57448.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYV51023.1	pili assembly chaperone	C:GO:0016021	
PYV49767.1	glyoxalase	F:GO:0051213; P:GO:0055114	
PYV49167.1	pili assembly chaperone	C:GO:0016021	
PYV47544.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYV44966.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
PYV35839.1	pili assembly chaperone	C:GO:0016021	
PYV33641.1	selenium-binding protein	F:GO:0008430	
PYV28791.1	carbon monoxide dehydrogenase	F:GO:0009055; F:GO:0018492; P:GO:0022900; F:GO:0046872; F:GO:0051537	EC:1.2.99.2
PYV28267.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYV25608.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYV24131.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
PYV19276.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; F:GO:0009055; C:GO:0016020; F:GO:0016614; F:GO:0020037; P:GO:0022900	
PYV16612.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYV16309.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052933; F:GO:0052934; P:GO:0055114	EC:1.1.2.7; EC:1.1.2.8
PYV14914.1	X-Pro dipeptidyl-peptidase	P:GO:0006508; F:GO:0008239	EC:3.4.11
PYV14017.1	quinoprotein glucose dehydrogenase	F:GO:0008876; C:GO:0016021; F:GO:0016829; F:GO:0048038; P:GO:0055114	EC:1.1.5.2; EC:1.1.99.10
PYV12100.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
PYV05660.1	MBL fold metallo-hydrolase	F:GO:0016787	
PYV02985.1	hypothetical protein DMG10_12880	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYU96730.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYU74122.1	gfo/Idh/MocA family oxidoreductase	F:GO:0016491; P:GO:0055114	
PYU58816.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
PYU44621.1	choice-of-anchor D domain-containing protein	C:GO:0016021	
PYU40583.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYU35183.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYU33980.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
PYU33209.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYU31656.1	hypothetical protein DMG28_14615	C:GO:0016021	
PYU29631.1	hypothetical protein DMG31_16730	C:GO:0016021	
PYU29459.1	hypothetical protein DMG31_17455	F:GO:0016810	
PYU29096.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
PYU28263.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYU27508.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
PYU27252.1	pili assembly chaperone	C:GO:0016021	
PYU25269.1	hypothetical protein DMG30_05925	C:GO:0016020; C:GO:0016021	
PYU24443.1	hypothetical protein DMG30_08460	P:GO:0006355	
PYU24001.1	hypothetical protein DMG30_09720	C:GO:0016020; C:GO:0016021	
PYU23766.1	sulfite dehydrogenase	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114	
PYU21378.1	hypothetical protein DMG30_17845	C:GO:0016021	
PYU19784.1	hypothetical protein DMG30_23325	C:GO:0016021; P:GO:0055085	
PYU18010.1	hypothetical protein DMG30_29470	C:GO:0016021	
PYU17983.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
PYU17982.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
PYU16202.1	pili assembly chaperone	C:GO:0016021	
PYU12970.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYU03775.1	sugar ABC transporter substrate-binding protein	C:GO:0016021	
PYU02863.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYU00440.1	pili assembly chaperone	C:GO:0016021	
PYT99063.1	phosphoesterase	F:GO:0004601; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
PYT98461.1	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
PYT98059.1	translocation protein TolB	P:GO:0017038; C:GO:0042597	
PYT89277.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
PYT83064.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYT81485.1	hypothetical protein DMG41_35065	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYT69132.1	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
PYT67281.1	thiol oxidoreductase	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYT52416.1	peptidase S8 and S53 subtilisin kexin sedolisin	F:GO:0004252; P:GO:0006508; C:GO:0016021	EC:3.4.21
PYT52104.1	phosphoesterase	F:GO:0016788	
PYT37408.1	twin-arginine translocation pathway signal protein	F:GO:0016491; P:GO:0055114	
PYT29843.1	peptidase M4 family protein	F:GO:0004222; P:GO:0006508	EC:3.4.24
PYT28207.1	oxidoreductase	F:GO:0016491; P:GO:0055114	
PYT26047.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
PYT15015.1	hypothetical protein DMF51_07555	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYT12205.1	amidohydrolase	F:GO:0016787; F:GO:0016831	
PYT10908.1	hypothetical protein DMF51_16980, partial	F:GO:0004252; P:GO:0006508; C:GO:0016021	EC:3.4.21
PYT09839.1	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
PYS95631.1	extracellular solute-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
PYS93616.1	hypothetical protein DMF64_04250	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYS90069.1	hypothetical protein DMF64_15810	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
PYS89362.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
PYS84313.1	serine protease	P:GO:0006508; F:GO:0008239; F:GO:0070009	EC:3.4.11; EC:3.4.21
PYS82371.1	right-handed parallel beta-helix repeat-containing protein	F:GO:0016829	
PYS81515.1	putative glucosesorbosone dehydrogenase	P:GO:0000272; P:GO:0006508; P:GO:0007154; F:GO:0008233; C:GO:0016021	
PYS74047.1	IPTL-CTERM sorting domain-containing protein	C:GO:0016020	
PYS70041.1	hypothetical protein DMF69_14900	F:GO:0003824; C:GO:0016021	
PYS69249.1	extracellular elastinolytic metalloproteinase	F:GO:0004222; C:GO:0005615; P:GO:0006508; F:GO:0008270	EC:3.4.24
PYS68428.1	serine protease	P:GO:0006508; F:GO:0070011	
PYS68170.1	glyoxalase	F:GO:0051213; P:GO:0055114	
PYS60381.1	outer membrane protein/peptidoglycan-associated (lipo)protein	C:GO:0016021	
PYS54380.1	quinoprotein glucose dehydrogenase	F:GO:0008876; C:GO:0016021; F:GO:0048038; P:GO:0055114	EC:1.1.5.2; EC:1.1.99.10
PYS54323.1	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
PYS52837.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016021; F:GO:0016614; C:GO:0030288; P:GO:0055114	
PYS51394.1	molybdenum ABC transporter substrate-binding protein	P:GO:0015689	
PYS49774.1	MBL fold metallo-hydrolase	C:GO:0016021	
PYS47244.1	Xaa-Pro dipeptidase	C:GO:0016021; F:GO:0016810	
PYS45473.1	quinoprotein glucose dehydrogenase	F:GO:0008876; C:GO:0016021; F:GO:0016829; F:GO:0048038; P:GO:0055114	EC:1.1.5.2; EC:1.1.99.10
PYS43911.1	epoxide hydrolase	F:GO:0018786; F:GO:0033961	EC:3.3.2.9; EC:3.8.1.5
PYS43552.1	LVIVD repeat-containing protein	C:GO:0016021	
PYS43536.1	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
PYS42615.1	MBL fold metallo-hydrolase	F:GO:0016787	
PYS42548.1	Xaa-Pro dipeptidase	C:GO:0016021; F:GO:0016810	
PYS41865.1	VOC family protein	F:GO:0051213; P:GO:0055114	
PYS41757.1	hypothetical protein DMG14_06135	C:GO:0016021; F:GO:0016491; P:GO:0042128; P:GO:0055114	
PYS41285.1	hypothetical protein DMG14_07825	P:GO:0006355	
PYS40894.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
PYS40814.1	MBL fold metallo-hydrolase	F:GO:0008270; F:GO:0008800; C:GO:0016021; P:GO:0017001	EC:3.5.2.6
PYS40669.1	YVTN family beta-propeller domain-containing protein	C:GO:0016020	
PYS39394.1	hypothetical protein DMG14_14165	C:GO:0016020; C:GO:0016021	
PYS39232.1	MBL fold metallo-hydrolase	F:GO:0016787	
PYS39079.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
PYS37962.1	Xaa-Pro dipeptidase	F:GO:0004151; F:GO:0046872	EC:3.5.2.3
PYS36967.1	VOC family protein	F:GO:0004462; F:GO:0046872	
PYS36055.1	hypothetical protein DMG14_25565	F:GO:0030246	
PYS35727.1	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
PYS35016.1	hypothetical protein DMG14_28000	C:GO:0016021	
PYS32758.1	MBL fold metallo-hydrolase	C:GO:0016020	
PYS31337.1	MBL fold metallo-hydrolase	C:GO:0016020	
PYS30576.1	hypothetical protein DMG11_04675	C:GO:0016021	
PYS30348.1	MBL fold metallo-hydrolase	C:GO:0016021	
PYS28860.1	putative Amidohydrolase	F:GO:0016810	
PYS27423.1	galactose-1-epimerase	F:GO:0004034; P:GO:0019318; F:GO:0030246	EC:5.1.3.3
PYS24640.1	TonB-dependent receptor	C:GO:0009279; C:GO:0016021	
PYS22023.1	VOC family protein	F:GO:0051213; P:GO:0055114	
PYS21851.1	carboxymethylenebutenolidase	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
PYS20492.1	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
PYS20247.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
PYS19860.1	selenium-binding protein	F:GO:0008430	
PYS19790.1	hypothetical protein DMG17_01220	C:GO:0016021; F:GO:0016810	
PYS17545.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
PYS15403.1	MBL fold metallo-hydrolase	C:GO:0016021; F:GO:0016787	
PYS14885.1	polysaccharide deacetylase	P:GO:0005975; C:GO:0016020; F:GO:0016810	
PYS13117.1	carboxypeptidase regulatory-like domain-containing protein	F:GO:0030246	
PYS10994.1	MBL fold metallo-hydrolase	F:GO:0016787	
PYS10069.1	hypothetical protein DMG17_25595	F:GO:0016810	
PYS09460.1	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
PYS06378.1	sorbosone dehydrogenase	F:GO:0003824	
PYS06136.1	hypothetical protein DMG12_05080	C:GO:0016020; C:GO:0016021	
PYS04423.1	hypothetical protein DMG12_10155, partial	F:GO:0042802	
PYS03566.1	transketolase	F:GO:0004802; F:GO:0046872	EC:2.2.1.1
